,pr_auc,pr_auc,brier,brier,precision,precision,recall,recall,f1,f1
,mean,std,mean,std,mean,std,mean,std,mean,std
method,,,,,,,,,,
M1,0.6007157983683489,0.06259040466495241,0.02848447351429313,0.003521290133939993,0.047954070708202824,0.0038944156982124787,0.8945578231292517,0.03280153320065636,0.09099428135115206,0.006936620609606952
M2,0.5799717661273537,0.02675049573304598,0.018336141805671616,0.004112895594616136,0.07564447302912967,0.018255056686348973,0.8877551020408164,0.03534797566467094,0.13893866105365238,0.0311673880375659
M3,0.6394526059573572,0.033773890615431894,0.008420485062430455,0.0011740933225334162,0.1417758202728727,0.019878271860911182,0.870748299319728,0.021241489790470684,0.2433375404401504,0.029026441774828673
M4,0.6824768740829178,0.01284492987235,0.003862352136368316,0.0007824455397658011,0.2856206707439796,0.056220275470304906,0.870748299319728,0.021241489790470684,0.427554763287235,0.060367696034015594
