,pr_auc,pr_auc,brier,brier,precision,precision,recall,recall,f1,f1
,mean,std,mean,std,mean,std,mean,std,mean,std
method,,,,,,,,,,
M10,0.8338513721946305,0.04192676400144717,0.0007852640507432321,4.200306930828389e-05,0.7121414309904718,0.018923054621163025,0.8469387755102041,0.026997462357801903,0.7732815898336004,0.002821683060640151
M9,0.771178717744084,0.007809841087118443,0.0006757262677324381,1.9170483484443813e-05,0.8075758720088616,0.018218635517799113,0.7823129251700681,0.07726405912653436,0.7932155852947932,0.04003827081812894
