pr_auc,brier,threshold,precision,recall,f1,tp,fp,fn,tn,method,seed,route
0.7333624764119693,0.00296803074888885,0.499,0.3386454183266932,0.8673469387755102,0.4871060171919771,85,166,13,56698,M10,42,容量层
0.7291546067827495,0.0026324426289647818,0.5,0.36607142857142855,0.8367346938775511,0.5093167701863354,82,142,16,56722,M10,123,容量层
0.7800422526660558,0.003133827820420265,0.5,0.32452830188679244,0.8775510204081632,0.4738292011019284,86,179,12,56685,M10,456,容量层
