,pr_auc,pr_auc,brier,brier,precision,precision,recall,recall,f1,f1
,mean,std,mean,std,mean,std,mean,std,mean,std
method,,,,,,,,,,
M10,0.7475197786202582,0.028243760908363644,0.0029114337327579656,0.00025543921826709124,0.343081716261638,0.021123882176570397,0.8605442176870749,0.021241489790470715,0.4900839961600803,0.01793023030892209
