pr_auc,brier,threshold,precision,recall,f1,tp,fp,fn,tn,method,seed,route
0.6786247087620676,0.0007830993797285498,0.36,0.75,0.826530612244898,0.7864077669902912,81,27,17,56837,M9,42,容量层
0.7052082907318131,0.0008182891680358349,0.459,0.8048780487804879,0.673469387755102,0.7333333333333333,66,16,32,56848,M9,123,容量层
0.666943113600387,0.0007807541594761547,0.358,0.7864077669902912,0.826530612244898,0.8059701492537313,81,22,17,56842,M9,456,容量层
