,pr_auc,pr_auc,brier,brier,precision,precision,recall,recall,f1,f1
,mean,std,mean,std,mean,std,mean,std,mean,std
method,,,,,,,,,,
M5,0.7257045312848792,0.017133025599337565,0.0026808823900606547,0.0002630218916154577,0.35606011915975017,0.03062415042912801,0.8639455782312925,0.025679708963505923,0.5034535016402796,0.028484153259913072
M6,0.6944874880729902,0.02786594511030223,0.009739354919294839,0.001218974781449574,0.1383697225320544,0.021411420097232188,0.8775510204081632,0.02699746235780192,0.23857502085350188,0.0319090097182932
