,pr_auc,pr_auc,brier,brier,precision,precision,recall,recall,f1,f1
,mean,std,mean,std,mean,std,mean,std,mean,std
method,,,,,,,,,,
M0,0.7280298330642125,0.017677058687448635,0.000756586405448886,4.3852410926745e-05,0.6981501119359019,0.05011520908248743,0.7789115646258503,0.0752154571003265,0.7335582173414119,0.03152176603324662
