pr_auc,brier,threshold,precision,recall,f1,tp,fp,fn,tn,method,seed,route
0.734414775357294,0.0007809986179190797,0.108,0.6818181818181818,0.7653061224489796,0.7211538461538461,75,35,23,56829,M8,42,统计层
0.7024587769473527,0.000790358029139963,0.101,0.723404255319149,0.6938775510204082,0.7083333333333334,68,26,30,56838,M8,123,统计层
0.7373259087357839,0.0007146738856859496,0.136,0.7207207207207207,0.8163265306122449,0.7655502392344498,80,31,18,56833,M8,456,统计层
