,pr_auc,pr_auc,brier,brier,precision,precision,recall,recall,f1,f1
,mean,std,mean,std,mean,std,mean,std,mean,std
method,,,,,,,,,,
M8,0.7247331536801435,0.01934501404787702,0.0007620101775816641,4.126067186107876e-05,0.7086477192860171,0.02327377064505723,0.7585034013605442,0.061507283401446025,0.7316791395738763,0.030025488029465922
