,pr_auc,pr_auc,brier,brier,precision,precision,recall,recall,f1,f1
,mean,std,mean,std,mean,std,mean,std,mean,std
method,,,,,,,,,,
M7,0.6944517453486944,0.01532656366556941,0.02198181242264448,0.0010953943748393052,0.06440573368870382,0.004394408344196029,0.891156462585034,0.02945664638722585,0.12011286743163711,0.007779907004693433
